,0,1,2
0,0.8258357953462344,0.4755787022550693,0.4225315398858677
1,0.1310508549107249,0.5189592547540239,0.4843477449704495
2,0.13479629651976108,0.5077391170773315,0.49212574424577005
3,0.3610383992237044,0.602943113815622,0.32260707775740083
4,0.37573893398915137,0.391003535444901,0.6251881908187449
5,0.529482599114488,0.4951531663995231,0.5211551536822153
6,0.6152827132277452,0.4478189119801187,0.5512081684439001
7,0.6937030415128881,0.5913034589169757,0.4407877448326683
8,0.6877508197096601,0.5204526719189451,0.4513586983867654
9,0.5931558499838002,0.5953151517870988,0.2796316695876856
10,0.4931292033330675,0.6183842694658647,0.5260776401501234
11,0.4091237196343498,0.3897280771528376,0.5559097488927749
12,0.005681338190821315,0.5025059176680856,0.5004770291928455
13,0.5697919033530043,0.5760346461719295,0.34637786140015525
14,0.4906252594878255,0.6017299744775758,0.216201677850584
15,0.09888463436847633,0.5772461540966033,0.5133627358996711
16,0.6265312449664442,0.6818811878071805,0.43693643203391813
17,0.6037185022621594,0.5136999836480445,0.49210820850779224
18,0.6617074991652155,0.5803105194028645,0.763454522295176
19,0.8961502507177538,0.3463834037889293,0.44424027066049643
20,0.63298864530294,0.5214494914267656,0.31275516703716244
21,0.1766552763106933,0.48633873791203386,0.5024615800839233
22,0.19681436380017905,0.6238967374180195,0.5147595552158218
23,0.8401051680637434,0.2971705545157052,0.49965548087903516
24,0.7465398763917568,0.21093039824846907,0.7735249840648504
25,0.8377935550215682,0.5502079657714289,0.4582475809013846
26,0.5026700131591179,0.7775174513465324,0.582066381993488
27,0.22081636466834134,0.5039964822444197,0.5493178935165588
28,0.858836595487461,0.26131258529111695,0.7922995588690054
29,0.3483459392975763,0.5855109972965168,0.6536370689522896
30,0.9829678384129993,0.5011576775249404,0.512275571095206
31,0.7049131581636872,0.4688354658035584,0.5043622451842587
32,0.4581725066324081,0.3436017531550351,0.6097936950603668
33,0.8952799452252114,0.34899786518094206,0.5261451072262867
34,0.4507239837774384,0.5380912945949325,0.3880137795034604
35,0.8595990851320443,0.5072622522403655,0.508214368151835
36,0.024717181685480122,0.4991699057381849,0.4843374477600897
37,0.12589397687474768,0.436278856315595,0.5607045827961653
38,0.7342319742646138,0.37412163157090667,0.762665423084977
39,0.5869508172946161,0.7788205599302938,0.2668324724227481
40,0.7104726071413308,0.56552674881289,0.6990631767967107
41,0.48372823881602484,0.30977292081996505,0.6678484324082095
42,0.22245432066090956,0.5135372184397842,0.48661761612289167
43,0.5148299690083395,0.5203201968366526,0.40892468815974464
44,0.7925583270988943,0.41025839959107474,0.6285111110654845
45,0.8407791624535637,0.5280254632762069,0.48070166590522706
46,0.938608800543274,0.3523640555369822,0.706096737512375
47,0.5350670575818584,0.4793552252181733,0.3572418219994187
48,0.26373268075409106,0.5876007288400837,0.39043967259652956
49,0.6864444400271895,0.6435009433132477,0.5124046039148159
50,0.16782030175709536,0.5796024902487288,0.38373947789410806
51,0.9728377059839326,0.4952410210898354,0.512344714240969
52,0.6713750324300887,0.49867239427967774,0.49394416240349603
53,0.6811337237767705,0.5147639729929078,0.33631193368782775
54,0.6599231321754391,0.40824219886348867,0.7324493333230996
55,0.8441448070644176,0.47383384814365526,0.4398324497215712
56,0.9189606515170652,0.499939694794021,0.5034172502317631
57,0.2069370377151695,0.5168243260342222,0.4989849976526301
58,0.5394194295002219,0.6010809468384777,0.314112092697441
59,0.5420849645965543,0.7445051295346208,0.24856122470637151
60,0.7156133945093412,0.46897590422139124,0.7722402227592305
61,0.8087291919686064,0.3165395387255134,0.7912083657441537
62,0.43561574294163535,0.5467622463256084,0.3880963296012963
63,0.36987601633831746,0.5010842470034851,0.5093493143402269
64,0.5641516897884522,0.5495451443689785,0.5057583614645447
65,0.22567148296884995,0.4915731252017097,0.5094866476949141
66,0.026777660664851054,0.5477884582417978,0.4201316930133209
67,0.8385633105948577,0.3734769965551297,0.671395814636853
68,0.8153258613467349,0.5538699178893136,0.5147905814472743
69,0.7232945538126289,0.5928338768139757,0.7482564313895365
70,0.023698009052728432,0.5050628472558106,0.5030550147242866
71,0.7234076545722193,0.5943873408177218,0.45662405140676626
72,0.033553604327437155,0.5339611939637382,0.4969144697589225
73,0.014294893378243181,0.4971830503482229,0.5086589751417374
74,0.19025064741613357,0.47939829137196616,0.5658258132042527
75,0.14197678356496307,0.5019582781127807,0.5019655349058576
76,0.7843137245478311,0.501952947155118,0.5019756399238062
77,0.5369130013913163,0.4739571547881908,0.5728154341510265
78,0.8755055700930072,0.21281569169420034,0.7058948462759012
